OBJECTID,Country,Region,Subregion,Location,State_Region,Location_type,Project_name,Capacity_m3_d,Size_,Capacity_MGD,Capacity_MIGD,Units,Unit_size_m3_d,Unit_size_MGD_,Unit_size_MIGD_,Technical_notes,Technology,Thermal_design,Thermal_equipment,Membrane_supplier_RO_,Membrane_type_RO_,ERD_supplier,ERD_type,DAF_pretreatment_supplier,DAF_brand,MF_UF_Pretreatment_Supplier,MF_UF_brand,Other_pretreatment,Feedwater,Award_date,Online_date,Consultant,Consultant_2,Consultant_3,Customer_type,Industry,Customer,Plant_status,Plant_type,Plant_supplier,Plant_supplier_share,Plant_supplier_2,Plant_supplier_2_share,Plant_supplier_3,Plant_supplier_3_share,Plant_supplier_4,Plant_supplier_4_share,Plant_supplier_5,Plant_supplier_5_share,Procurement_model,Concession_period,Dev_consortium,Developer,Dev_share,Developer_2,Dev2_share,Developer_3,Dev3_share,Developer_4,Dev4_share,Developer_5,Dev5_share,Developer_6,Dev6_share,EPC_price,Water_price_USD_m3_,Last_update,Latitude,Longitude,Contact,Feedwater_Ph,Feedwater_salinity,Feedwater_temp_minimum,Feedwater_temp_maximum,Product_water_salinity,Product_water_temp,Civil_contractor_offshore_,Civil_contractor_onshore_,Consultant_1,Developer_codeveloper,Engineering_Consultancy,Environmental_advisor,EPC_contractor_desal_,EPC_contractor_pipeline_,EPC_contractor_power_,EPCM_contractor,Equipment_Supplier_Desal_uns_87,Equipment_supplier_Membranes_88,Equipment_Supplier_Chemical__89,Equipment_supplier_DAF_pretr_90,Equipment_Supplier_Energy_Re_91,Equipment_Supplier_Glass_Rei_92,Equipment_Supplier_High_Pres_93,Equipment_Supplier_Low_Press_94,Equipment_Supplier_Membranes_95,Equipment_Supplier_Membranes_96,Equipment_Supplier_Motors,Equipment_Supplier_Pipes_uns_98,Equipment_Supplier_Pressure__99,Equipment_Supplier_Pretreatm_100,Equipment_Supplier_Pumps_Bri_101,Equipment_Supplier_Pumps_Bri_102,Equipment_Supplier_Pumps_Hig_103,Equipment_Supplier_Pumps_Not_104,Equipment_Supplier_Steel,Equipment_Supplier_Valves,Financial_advisor,Government_agency,Holding_Company,Insurance_adviser,Legal_advisor,Lender,Lender_engineer,O_M_contractor,Off_taker,Owner___Client,Owners_engineer,Prime_contractor,Project_Company,Sponsor,Subcontractor,Technical_advisor,Technology_provider,Winner,Short_listed1,Short_listed2,Short_listed3,Short_listed4,Short_listed5,Bid_submitted1,Bid_submitted2,Bid_submitted3,Bid_submitted4,Bid_submitted5,Pre_qualified1,Pre_qualified2,Pre_qualified3,Pre_qualified4,Pre_qualified5,Statement_of_qualification1,Statement_of_qualification2,Statement_of_qualification3,Statement_of_qualification4,Statement_of_qualification5,RO_System,RO_Configuration,RO_Feed_Pump_Drive,RO_Control_Type,RO_Energy_Recovery,RO_Electrical_Power_Consumpt_150,RO_Membrane_Type,RO_Pre_Treament_1st_Stage,RO_NPS_Or_MWCO,RO_Pre_Treament_2nd_Stage,RO_Pre_Treament_3rd_Stage,RO_Pre_Treament_4th_Stage,RO_Pre_Treament_5th_Stage,RO_Passivation,RO_Disinfection,RO_Dosed_Chemical_1st_Stage,MED_Design,MED_System,MED_Equipment,MED_Type,MED_Geometry,MED_Configuration,MED_Power_Consumption,MED_Gain_Output_Ratio,MSF_Design,MSF_System,MSF_Equipment,MSF_Type,MSF_Geometry,MSF_Configuration,MSF_Heat_Recovery_Stages,MSF_Heat_Rejection_Stages,MSF_Gain_Output_Ratio
868,U.S.A.,Americas,North America,West Jefferson,North Carolina,Land based,West Jefferson R/O Plant,"2,528",M,0.670000000000000,0.560000000000000,2,1264.000000000000000,0.330000000000000,0.280000000000000,,RO (Reverse Osmosis),,,Koch Membrane Systems,Spiral Wound Membrane,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),2007,2008,"Burgess & Niple, Inc.",,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,Harn R/O Systems Inc.,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-11 09:38:24 UTC,36.384107020000002,-81.502075199999993,,,,,,,,,,"Burgess & Niple, Inc.",,,,Harn R/O Systems Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,Harn R/O Systems Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
869,U.S.A.,Americas,North America,Mt. Pleasant,South Carolina,Land based,Mt. Pleasant,"2,525",M,0.670000000000000,0.560000000000000,1,2525.000000000000000,0.670000000000000,0.560000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1995,1995,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,Water Works ,Presumed Online,Stand-alone,Harn R/O Systems Inc.,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"2,430,000 USD",,2012-06-27 03:32:27 UTC,32.788121169999997,-79.865112300000007,,,,,,,,,,,,,,Harn R/O Systems Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,Harn R/O Systems Inc.,,,,,,,Water Works ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,U.S.A.,Americas,North America,Mt. Pleasant,South Carolina,Land based,Mt. Pleasant,"2,521",M,0.670000000000000,0.550000000000000,1,2521.000000000000000,0.670000000000000,0.550000000000000,,RO (Reverse Osmosis),,,Hydranautics,Spiral Wound Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1994,1994,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,Water Works ,Presumed Online,Stand-alone,Harn R/O Systems Inc.,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"500,000 USD",,2018-08-20 13:20:22 UTC,32.788121169999997,-79.865112300000007,,,,,,,,,,,,,,Harn R/O Systems Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,Harn R/O Systems Inc.,,,,,,,Water Works ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
873,U.S.A.,Americas,North America,Phoenix,Arizona,Land based,Phoenix,"2,500",M,0.660000000000000,0.550000000000000,1,2500.000000000000000,0.660000000000000,0.550000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Wastewater,2001,2001,,,,Power stations (TDS <10ppm),Power,West Phoenix 5,Online,Stand-alone,Veolia,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"3,440,000 USD",,2014-04-03 15:29:54 UTC,33.448377100000002,-112.074037300000001,,,,,,,,,,,,,,Veolia HPD,,,,,,,,,,,,,,,,,,,,,,,,,,Veolia,,,,,,,West Phoenix 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,U.S.A.,Americas,North America,North Dakota,North Dakota,Land based,North Dakota,"2,460",M,0.650000000000000,0.540000000000000,1,2460.000000000000000,0.650000000000000,0.540000000000000,,MED (Multi-effect Distillation),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1981,1982,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Presumed Online,Stand-alone,Aquatech International Corporation,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-02-18 10:03:41 UTC,47.500278000000002,-100.000556000000003,,,,,,,,,,,,,,Aquatech International Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,Aquatech International Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,U.S.A.,Americas,North America,Buckeye,Arizona,Land based,Buckeye,"2,460",M,0.650000000000000,0.540000000000000,3,820.000000000000000,0.220000000000000,0.180000000000000,,ED (Electrodialysis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1961,1962,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,Municipality,Presumed Offline,Stand-alone,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"2,510,000 USD",,2012-06-27 03:31:55 UTC,33.370319700000003,-112.583776599999993,,,,,,,,,,,,,,"Ionics, Inc.",,,,,"Ionics, Inc.",,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,U.S.A.,Americas,North America,Brooks,California,Land based,Cache Creek  Casino,"2,460",M,0.650000000000000,0.540000000000000,4,615.000000000000000,0.160000000000000,0.140000000000000,,ED (Electrodialysis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2009,2009,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,Yocha Dehe Wintun Nation,Online,,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2016-08-12 11:13:15 UTC,38.741569699999999,-122.148029399999999,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,Yocha Dehe Wintun Nation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,U.S.A.,Americas,North America,Orlando,Florida,Land based,Orlando,"2,460",M,0.650000000000000,0.540000000000000,1,2460.000000000000000,0.650000000000000,0.540000000000000,,RO (Reverse Osmosis),,,,Hollow Fibre Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1984,1984,,,,Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"2,370,000 USD",,2012-06-27 03:32:10 UTC,28.538333000000002,-81.379166999999995,,,,,,,,,,,,,,Siemens Water Technologies,,,,,DuPont,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Hollow Fibre Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
886,U.S.A.,Americas,North America,,Indiana,Land based,Indiana,"2,453",M,0.650000000000000,0.540000000000000,,,,,,RO (Reverse Osmosis),,,GE Water & Process Technologies ,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2016,,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-09-13 14:15:44 UTC,40.267194099999998,-86.134901900000003,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,U.S.A.,Americas,North America,Allentown,Pennsylvania,Land based,Allentown,"2,453",M,0.650000000000000,0.540000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2012,2013,,,,Industry (TDS <10ppm),Food & Beverage,,Online,,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-04-03 15:30:45 UTC,40.608430499999997,-75.490183299999998,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,U.S.A.,Americas,North America,Burnside,Kentucky,Land based,Burnside,"2,453",M,0.650000000000000,0.540000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2012,2013,,,,Industry (TDS <10ppm),Metals,,Online,,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-11 11:40:43 UTC,36.988966099999999,-84.599940500000002,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,U.S.A.,Americas,North America,Dallas,Texas,Land based,Dallas,"2,453",M,0.650000000000000,0.540000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2012,2013,,,,Industry (TDS <10ppm),Food & Beverage,,Online,,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-04-03 15:30:45 UTC,32.783055599999997,-96.806666699999994,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,U.S.A.,Americas,North America,Geismar,Louisiana,Land based,Geismar,"2,453",M,0.650000000000000,0.540000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),2012,2013,,,,Industry (TDS <10ppm),,,Online,,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-04-03 15:30:45 UTC,30.204363300000001,-91.022601300000005,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,U.S.A.,Americas,North America,Mooresville,North Carolina,Land based,Mooresville,"2,453",M,0.650000000000000,0.540000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),2012,2013,,,,Industry (TDS <10ppm),Food & Beverage,,Online,,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-11 11:37:01 UTC,35.584859600000001,-80.810072399999996,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,U.S.A.,Americas,North America,Farmington,Michigan,Land based,Farmington,"2,453",M,0.650000000000000,0.540000000000000,1,2453.000000000000000,0.650000000000000,0.540000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Wastewater,1974,1976,,,,Power stations (TDS <10ppm),Power,,Presumed Offline,Stand-alone,El Paso Energy,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"3,380,000 USD",,2014-08-11 09:32:39 UTC,42.464444000000000,-83.376110999999995,,,,,,,,,,,,,,El Paso Energy,,,,,,,,,,,,,,,,,,,,,,,,,,El Paso Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,U.S.A.,Americas,North America,Farmington,Michigan,Land based,Farmington,"2,453",M,0.650000000000000,0.540000000000000,1,2453.000000000000000,0.650000000000000,0.540000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Wastewater,1975,1977,,,,Power stations (TDS <10ppm),Power,,Presumed Offline,Stand-alone,El Paso Energy,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"3,380,000 USD",,2014-08-11 09:32:58 UTC,42.464444000000000,-83.376110999999995,,,,,,,,,,,,,,El Paso Energy,,,,,,,,,,,,,,,,,,,,,,,,,,El Paso Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,U.S.A.,Americas,North America,Orlando,Florida,Land based,Orlando,"2,453",M,0.650000000000000,0.540000000000000,1,2453.000000000000000,0.650000000000000,0.540000000000000,,RO (Reverse Osmosis),,,,Hollow Fibre Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1984,1984,,,,Industry (TDS <10ppm),,,Presumed Offline,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"2,360,000 USD",,2012-06-27 03:32:10 UTC,28.538333000000002,-81.379166999999995,,,,,,,,,,,,,,Siemens Water Technologies,,,,,DuPont,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Hollow Fibre Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
900,U.S.A.,Americas,North America,Wilmington,Delaware,Land based,Wilmington,"2,453",M,0.650000000000000,0.540000000000000,1,2453.000000000000000,0.650000000000000,0.540000000000000,,RO (Reverse Osmosis),,,,Hollow Fibre Membrane,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),1992,1992,,,,Industry (TDS <10ppm),,,Presumed Online,Stand-alone,"Evoqua Water Technologies, LLC",100,,,,,,,,,EPC,,,,,,,,,,,,,,,"1,890,000 USD",,2012-06-27 03:32:04 UTC,39.745946699999998,-75.546588900000003,,,,,,,,,,,,,,Siemens Water Technologies,,,,,DuPont,,,,,,,,,,,,,,,,,,,,,"Evoqua Water Technologies, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Hollow Fibre Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
901,U.S.A.,Americas,North America,Avila Beach,California,Land based,"Diablo Canyon Power Plant, Avila Beach - SWRO","2,452",M,0.650000000000000,0.540000000000000,2,1226.000000000000000,0.320000000000000,0.270000000000000,,RO (Reverse Osmosis),,,,,,Francis Turbine,,,,,,Seawater (TDS 20000ppm - 50000ppm),1990,1992,,,,Power stations (TDS <10ppm),Power,Pacific Gas and Electric Company,Online,Stand-alone,GdF Suez,100,,,,,,,,,BOO,10,,GE Ionics,100.000000000000000,,,,,,,,,,,"5,450,000 USD",,2016-06-27 13:26:36 UTC,35.211137049999998,-120.855445900000007,,,,,,,,,,,GE Ionics,,,GE Ionics,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,Pacific Gas and Electric Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two Pass,,Electric Motor,VFD Control,Francis Turbine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,U.S.A.,Americas,North America,Aledo,Illinois,Land based,Aledo,"2,452",M,0.650000000000000,0.540000000000000,1,2452.000000000000000,0.650000000000000,0.540000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2002,2002,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,City of Aledo,Online,Stand-alone,Harn R/O Systems Inc.,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"2,360,000 USD",,2016-01-27 09:38:51 UTC,41.199756800000003,-90.749306300000001,,,,,,,,,,,,,,Harn R/O Systems Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,Harn R/O Systems Inc.,,,,,,,City of Aledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,U.S.A.,Americas,North America,Dunes RO WTP ,Florida,Land based,Dunes  RO WTP,"2,452",M,0.650000000000000,0.540000000000000,2,1226.000000000000000,0.320000000000000,0.270000000000000,,RO (Reverse Osmosis),,,Hydranautics,,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),2007,2007,CH2M,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,Dunes Community Development District,Online,,H2O Innovation,100,H2O Innovation,100,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-11 11:33:44 UTC,29.940655390000000,-84.404663049999996,,,,,,0,,,,CH2M,,,,"H2O Innovation / Membrane Systems, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,Consortium,,,,,,,Dunes Community Development District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,U.S.A.,Americas,North America,Ontario,California,Land based,Ontario ,"2,452",M,0.650000000000000,0.540000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2009,2009,,,,Power stations (TDS <10ppm),Power,,Online,,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-11 15:46:20 UTC,34.063344299999997,-117.650887600000004,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,U.S.A.,Americas,North America,Auburndale,Florida,Land based,Auburndale ,"2,452",M,0.650000000000000,0.540000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),2009,2009,,,,Power stations (TDS <10ppm),Power,,Online,,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-12 12:40:05 UTC,28.065297500000000,-81.788690599999995,,,,,,,,,,,,,,GE Water & Process Technologies ,,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,U.S.A.,Americas,North America,Pittsburgh,Pennsylvania,Land based,Pittsburgh,"2,451",M,0.650000000000000,0.540000000000000,3,817.000000000000000,0.220000000000000,0.180000000000000,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1976,1978,,,,Power stations (TDS <10ppm),Power,Pacific Gas and Electric Company,Presumed Offline,Stand-alone,Graver Water Systems,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"2,500,000 USD",,2014-04-03 15:29:56 UTC,40.440624800000002,-79.995886400000003,,,,,,,,,,,,,,Graver Water,,,,,Koch Membrane Systems,,,,,,,,,,,,,,,,,,,,,Graver Water Systems,,,,,,,Pacific Gas and Electric Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
908,U.S.A.,Americas,North America,Idaho,Idaho,Land based,Idaho,"2,450",M,0.650000000000000,0.540000000000000,1,2450.000000000000000,0.650000000000000,0.540000000000000,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,Pure water or tap water (TDS <500ppm),1989,1990,,,,Industry (TDS <10ppm),,,Presumed Online,Stand-alone,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"1,690,000 USD",,2012-06-27 03:32:13 UTC,44.500000000000000,-114.251110999999995,,,,,,,,,,,,,,"Ionics, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
909,U.S.A.,Americas,North America,Idaho,Idaho,Land based,Idaho,"2,450",M,0.650000000000000,0.540000000000000,1,2450.000000000000000,0.650000000000000,0.540000000000000,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,Pure water or tap water (TDS <500ppm),1994,1994,,,,Industry (TDS <10ppm),,,Presumed Online,Stand-alone,GdF Suez,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"1,690,000 USD",,2012-06-27 03:32:13 UTC,44.500000000000000,-114.251110999999995,,,,,,,,,,,,,,"Ionics, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,GdF Suez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
910,U.S.A.,Americas,North America,Santa Ana,California,Land based,Santa Ana CC,"2,450",M,0.650000000000000,0.540000000000000,,,,,,RO (Reverse Osmosis),,,,Spiral Wound Membrane,,,,,,,,River water or low concentrated saline water (TDS 500ppm - <3000ppm),2011,2011,,,,Irrigation (TDS <1000ppm),,Santa Ana CC,Online,,Xylem Inc.,100,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2014-08-11 15:47:18 UTC,33.745573100000001,-117.867833800000000,,,,,,,,,,,,,,ITT Water Equipment Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,Xylem Inc.,,,,,,,Santa Ana CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spiral Wound Membrane,,,,,,,,,,,,,,,,,,,,,,,,,,
916,U.S.A.,Americas,North America,,Iowa,Land based,Iowa,"2,448",M,0.650000000000000,0.540000000000000,,,,,,Electrodialysis Reversal (EDR),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2015,2015,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,GENERAL ELECTRIC GROUP (GE),,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-11 10:22:17 UTC,41.878002500000001,-93.097701999999998,,,,,,,,,,,,,,GE Water and Process Technologies (GEW&PT),,,,,,,,,,,,,,,,,,,,,,,,,,GENERAL ELECTRIC GROUP (GE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,U.S.A.,Americas,North America,,,,City of West Liberty WTP,"2,422",M,0.640000000000000,0.530000000000000,,,,,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),2017,2016,,,,Municipalities as drinking water (TDS 10ppm - <1000ppm),,,Online,,Harn R/O Systems Inc.,,,,,,,,,,EPC,,,,,,,,,,,,,,,,,2018-09-11 14:03:49 UTC,41.570023100000000,-91.263769499999995,,,,,,,,,,,,,,Harn R/O Systems Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,Harn R/O Systems Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,U.S.A.,Americas,North America,Southbay,Florida,Land based,Southbay,"2,422",M,0.640000000000000,0.530000000000000,1,2422.000000000000000,0.640000000000000,0.530000000000000,,RO (Reverse Osmosis),,,,,,,,,,,,Brackish water or inland water (TDS 3000ppm - <20000ppm),1994,1994,,,,Industry (TDS <10ppm),,Okeelanta Corporation,Presumed Online,Stand-alone,Harn R/O Systems Inc.,100,,,,,,,,,EPC,,,,,,,,,,,,,,,"2,340,000 USD",,2012-06-27 03:32:11 UTC,26.663889000000001,-80.716110999999998,,,,,,,,,,,,,,Harn R/O Systems Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,Harn R/O Systems Inc.,,,,,,,Okeelanta Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Pass,,Electric Motor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
